show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,
s3384-amazon,Movie,A Trip Under the Sea,Mark Knight,"Nick Mortorano,  Phd",,,2013,ALL,60 min,Special Interest,"Sharecare Windows presents World-renowned underwater photographer Nick Martorano bringing to life the vibrant underwater world of Palau. Experience some of the planets most amazing natural wonders including gardens of coral just beneath the clearest waters to ""sting-less"" jellyfish, underwater caves, A soothing video postcard with no narration or music-simply the natural sounds and video.",
s2751-netflix,Movie,A truthful Mother,Ravishankar Venkateswaran,"Revathi, Roger Narayanan, Sneha Ravishankar, Vidya Shankar, SR Leela",India,31-Mar-20,2020,TV-Y7,85 min,Children & Family Movies,"Facing a drought, a hungry tiger and a noble cow have an extraordinary encounter in this fable based on a children’s book and a Kannada folk song.",
s3383-amazon,Movie,"A Turma do Sextou - A Princesa , o Sapo e a Escolinha","Lygia beatriz, Jean chambre","Lygia beatriz, Jean chambre, Lucas Daniel",,,2020,13+,3 min,Animation,New version of the classic in which a Princess kisses a frog to break a spell. the short also brings a segment in the school of professor Lucas,
s3382-amazon,Movie,A Turma do sextou - A TV ideal,"Jean chambre, Lygia beatriz","Jean chambre, Lygia beatriz",,,2020,13+,6 min,"Animation, Comedy","They are back! Lygia beatriz & Jean chambre bring back the two friends involved in fun and unexpected situations, this time our favorite duo needs to buy a TV over the internet! it's fun for the whole family",
s3381-amazon,Movie,A Turtle's Tale 2: Sammy's Escape from Paradise,"Ben Stassen, Vincent Kesteloot",Khary Payton,,,2011,G,93 min,"Animation, Kids","When Sammy and Ray find themselves trapped in The Tank, an underwater aquarium, they must hatch a plan to escape and reunite with their grandkids, Ricky and Ella, and protect them from the dangers of the ocean.",
s3700-amazon,Movie,A Turtle's Tale: Sammy's Adventures,Ben Stassen,"Anthony Anderson, Ed Begley Jr., Pat Carrol, Tim Curry, Stacy Keach, Yuri Lowenthal, Kathy Griffin, Melanie Griffith, Jenny McCarthy",,,2009,7+,86 min,"Animation, Kids","Dive into adventure with Sammy the sea turtle as he swims the ocean searching for the love of his life, Shelly. Based on the course of a sea turtle's life, this story of Sammy's breathtaking journey is a thrilling voyage the whole family will love!",
s4253-netflix,Movie,A Twelve Year Night,Álvaro Brechner,"Antonio de la Torre, Chino Darín, Alfonso Tort, Soledad Villamil, César Troncoso, Silvia Pérez Cruz, César Bordón, Mirella Pascual, Nidia Telles, Eduardo Recabarren","Uruguay, Argentina, Spain",28-Dec-18,2018,TV-MA,122 min,"Dramas, International Movies",Future Uruguayan president José Mujica and his fellow Tupamaro political prisoners fight to survive 12 years of solitary confinement and torture.,
s1692-netflix,Movie,A Very Country Christmas,Justin G. Dyck,"Bea Santos, Greyston Holt, Greg Vaughan, Deana Carter, Allison Hossack","United States, Canada",15-Nov-20,2017,TV-G,84 min,"Music & Musicals, Romantic Movies","When an unfulfilled country music star hides out in his hometown, he meets a budding interior designer who finds her way into his heart.",
s3380-amazon,TV Show,A Very English Scandal,,"Hugh Grant, Ben Whishaw, Alex Jennings",,,2018,16+,1 Season,Drama,"The shocking true story of the first British politician to stand trial for conspiracy to murder. Jeremy Thorpe (Hugh Grant), the leader of the Liberal party, has a secret he's desperate to hide. His ex-lover Norman Scott (Ben Whishaw) is putting Thorpe's brilliant political career at risk so Thorpe schemes and deceives until he realizes there’s only one way to silence Scott for good",
s5882-netflix,Movie,A Very Murray Christmas,Sofia Coppola,"Bill Murray, Miley Cyrus, George Clooney, Chris Rock, Amy Poehler, Michael Cera, Maya Rudolph, Rashida Jones, Jason Schwartzman, Paul Shaffer, Jenny Lewis, Phoenix",United States,4-Dec-15,2015,TV-14,57 min,"Comedies, Music & Musicals","Bill Murray rounds up an all-star cast for an evening of music, mischief and barroom camaraderie in this irreverent twist on holiday variety shows.",
s4744-netflix,TV Show,A Very Secret Service,,"Hugo Becker, Wilfred Benaïche, Christophe Kourotchkine, Karim Barras, Bruno Paviot, Jean-Édouard Bodziak, Mathilde Warnier, Joséphine de La Baume, Marie-Julie Baup, Antoine Gouy, Julie Farenc",France,30-Jul-18,2018,TV-MA,2 Seasons,"International TV Shows, TV Comedies","At the height of the Cold War in 1960, André Merlaux joins the French Secret Service and contends with enemies both foreign and bureaucratic.",
s1708-netflix,Movie,A Very Special Love,Cathy Garcia-Molina,"John Lloyd Cruz, Sarah Geronimo, Dante Rivero, Rowell Santiago, Johnny Revilla, Bing Pimental, Daphne Oseña-Paez, Al Tantay, Irma Adlawan, Arno Morales, Miles Ocampo",Philippines,12-Nov-20,2008,TV-G,107 min,"International Movies, Romantic Movies","After landing a job working for her longtime crush, an optimistic woman realizes that the man of her dreams isn't exactly who she envisioned.",
s5671-amazon,Movie,A Vigilante,Sarah Daggar-Nickson,"Olivia Wilde, Morgan Spector, Kyle Catlett",,,2019,R,91 min,"Action, Adventure, Suspense","After escaping her dangerous husband, a woman (Olivia Wilde) turns avenger to help victims of domestic abuse in this electrifying, fight-packed action-thriller.",
s6063-netflix,Movie,A Walk to Remember,Adam Shankman,"Mandy Moore, Shane West, Peter Coyote, Daryl Hannah, Lauren German, Clayne Crawford, Al Thompson",United States,1-Jul-20,2002,PG,102 min,"Dramas, Romantic Movies","When bad boy Landon is cast opposite campus bookworm Jamie in a high school play, romance blooms — until tragedy threatens to tear them apart.",
s8452-amazon,Movie,A War,Tobias Lindholm,"Pilou Asbæk, Tuva Novotny, Søren Malling, Dar Salim, Dulfi Al-Jabouri","Denmark, France",,2016,R,115 min,"Drama, International","Company commander Claus Pedersen and his men are stationed in Afghanistan. During a mission, the soldiers are caught in heavy crossfire and in order to save his men, Claus makes a decision that has grave consequences for him and his family back home.",
s630-netflix,Movie,A Way Back Home,B. T Thomas,"Alexx Ekubo, Ik Ogbonna, Bimbo Manuel, Haillie Sumney, Clem Ohameze, John Fashanu, Damilola Ogunsi, Amb. Rachel Bakam, Alexandra Ayo, Mariah Ug",,28-Jun-21,2020,TV-14,82 min,"Dramas, International Movies","After receiving a terminal diagnosis, a man fakes an accident to spare his family’s grief and must deal with the fallout of his deception.",
